,word,max_tag,appearances
1296,Johnson,NNP,68
1297,strike,NN,86
1298,person,NN,68
1299,goes,VBZ,68
1300,transportation,NN,68
1301,ones,NNS,68
1302,needed,VBN,108
1303,tough,JJ,68
1304,leveraged,JJ,83
1305,researchers,NNS,67
1306,reflecting,VBG,67
1307,Trade,NNP,67
1308,Time,NNP,78
1309,News,NNP,73
1310,flat,JJ,71
1311,note,NN,96
1312,discount,NN,72
1313,image,NN,67
1314,environmental,JJ,67
1315,someone,NN,67
1316,secretary,NN,67
1317,care,NN,88
1318,plunge,NN,70
1319,Gulf,NNP,67
1320,acquisitions,NNS,67
1321,margins,NNS,67
1322,Salomon,NNP,67
1323,carrier,NN,67
1324,housing,NN,67
1325,regulatory,JJ,66
1326,totaled,VBD,68
1327,risks,NNS,69
1328,subject,JJ,104
1329,Ltd,NNP,66
1330,giving,VBG,66
1331,Charles,NNP,66
1332,created,VBN,90
1333,laws,NNS,66
1334,thought,VBD,104
1335,mostly,RB,66
1336,alone,RB,71
1337,climbed,VBD,72
1338,Paribas,NNP,66
1339,!,.,66
1340,hour,NN,66
1341,Pentagon,NNP,66
1342,Administration,NNP,70
1343,rating,NN,66
1344,Hurricane,NNP,66
1345,Thatcher,NNP,66
1346,room,NN,66
1347,attention,NN,65
1348,story,NN,65
1349,appears,VBZ,65
1350,events,NNS,65
1351,decided,VBD,89
1352,reorganization,NN,65
1353,Cray,NNP,65
1354,Nasdaq,NNP,65
1355,lead,VB,127
1356,sports,NNS,65
1357,win,VB,75
1358,Health,NNP,65
1359,consider,VB,90
1360,add,VB,76
1361,stop,VB,82
1362,restrictions,NNS,65
1363,Lloyd,NNP,67
1364,minority,NN,65
1365,moving,VBG,67
1366,exchanges,NNS,65
1367,Data,NNP,71
1368,war,NN,65
1369,civil,JJ,65
1370,ownership,NN,65
1371,anyone,NN,64
1372,modest,JJ,64
1373,sign,NN,83
1374,negotiations,NNS,64
1375,positions,NNS,64
1376,list,NN,64
1377,so-called,JJ,64
1378,During,IN,64
1379,left,VBN,137
1380,materials,NNS,64
1381,practice,NN,69
1382,consultant,NN,64
1383,prevent,VB,68
1384,immediately,RB,64
1385,individuals,NNS,64
1386,community,NN,64
1387,opposition,NN,64
1388,Chemical,NNP,67
1389,create,VB,73
1390,dividends,NNS,63
1391,heavily,RB,63
1392,resigned,VBD,71
1393,electronic,JJ,63
1394,factors,NNS,63
1395,turned,VBD,106
1396,involving,VBG,63
1397,book,NN,63
1398,Such,JJ,70
1399,L.,NNP,63
1400,Act,NNP,65
1401,boost,VB,100
1402,parties,NNS,63
1403,entire,JJ,66
1404,white,JJ,63
1405,customer,NN,63
1406,expectations,NNS,63
1407,reduced,VBN,109
1408,limit,NN,94
1409,stock-index,NN,96
1410,forces,NNS,69
1411,industries,NNS,63
1412,England,NNP,62
1413,amounts,NNS,72
1414,raising,VBG,68
1415,movie,NN,62
1416,reduction,NN,62
1417,November,NNP,62
1418,traditional,JJ,62
1419,particular,JJ,62
1420,date,NN,66
1421,needs,VBZ,81
1422,Investment,NNP,72
1423,won,VBD,82
1424,safety,NN,62
1425,items,NNS,62
1426,rule,NN,80
1427,access,NN,62
1428,Entertainment,NNP,64
1429,opportunity,NN,62
1430,air,NN,65
1431,30-year,JJ,62
1432,existing,VBG,74
1433,maturity,NN,61
1434,Ohio,NNP,61
1435,miles,NNS,61
1436,chips,NNS,61
1437,require,VB,82
1438,Those,DT,61
1439,producer,NN,61
1440,organization,NN,61
1441,homes,NNS,61
1442,difference,NN,61
1443,trend,NN,63
1444,seem,VBP,102
1445,Mitsubishi,NNP,61
1446,land,NN,67
1447,approach,NN,69
1448,whole,JJ,82
1449,Georgia-Pacific,NNP,61
1450,wrote,VBD,61
1451,spend,VB,78
1452,St.,NNP,61
1453,Industries,NNPS,111
1454,minutes,NNS,61
1455,let,VB,79
1456,drugs,NNS,61
1457,cuts,NNS,69
1458,human,JJ,63
1459,mutual,JJ,60
1460,elected,VBN,69
1461,typically,RB,60
1462,internal,JJ,60
1463,ruling,NN,73
1464,success,NN,60
1465,Paul,NNP,60
1466,gives,VBZ,60
1467,start,VB,115
1468,US$,$,60
1469,C$,$,60
1470,E.,NNP,60
1471,measures,NNS,73
1472,strength,NN,60
1473,contributed,VBD,75
1474,manufacturers,NNS,60
1475,Indeed,RB,63
1476,Medical,NNP,64
1477,Security,NNP,66
1478,bids,NNS,62
1479,Life,NNP,64
1480,requirements,NNS,60
1481,sent,VBD,99
1482,weak,JJ,60
1483,owner,NN,60
1484,profitable,JJ,60
1485,option,NN,60
1486,stay,VB,75
1487,mortgages,NNS,60
1488,farmers,NNS,60
1489,corn,NN,60
1490,disaster,NN,60
1491,partnership,NN,60
1492,output,NN,60
1493,Navigation,NNP,60
1494,LIN,NNP,60
1495,treatment,NN,59
1496,target,NN,72
1497,Instead,RB,59
1498,holdings,NNS,59
1499,eventually,RB,59
1500,figure,NN,76
1501,else,RB,69
1502,players,NNS,59
1503,sometimes,RB,59
1504,expensive,JJ,59
1505,season,NN,59
1506,fraud,NN,59
1507,regional,JJ,59
1508,saw,VBD,63
1509,couple,NN,61
1510,facility,NN,59
1511,asset,NN,59
1512,forced,VBN,83
1513,store,NN,68
1514,conservative,JJ,62
1515,Bond,NNP,85
1516,tell,VB,68
1517,remaining,VBG,66
1518,hopes,VBZ,89
1519,changed,VBN,99
1520,details,NNS,58
1521,investigation,NN,58
1522,reflects,VBZ,58
1523,Moscow,NNP,58
1524,slowdown,NN,58
1525,trouble,NN,58
1526,interested,JJ,73
1527,panel,NN,58
1528,real-estate,NN,65
1529,step,NN,74
1530,magazines,NNS,58
1531,allowed,VBN,82
1532,PaineWebber,NNP,58
1533,post,NN,82
1534,Brothers,NNPS,89
1535,Philip,NNP,58
1536,Manville,NNP,58
1537,Mixte,NNP,58
1538,engineering,NN,60
1539,M.,NNP,57
1540,scientists,NNS,57
1541,expansion,NN,57
1542,Goldman,NNP,57
1543,managing,VBG,75
1544,increasingly,RB,57
1545,version,NN,57
1546,partners,NNS,57
1547,crime,NN,57
1548,region,NN,57
1549,overall,JJ,62
1550,heart,NN,57
1551,Arizona,NNP,57
1552,central,JJ,57
1553,Development,NNP,57
1554,Brown,NNP,57
1555,experts,NNS,57
1556,Systems,NNPS,96
1557,AG,NNP,57
1558,Investors,NNS,103
1559,successful,JJ,57
1560,beyond,IN,57
1561,sources,NNS,57
1562,Democrats,NNPS,83
1563,powerful,JJ,57
1564,Home,NNP,61
1565,retirement,NN,57
1566,Campeau,NNP,60
1567,schools,NNS,56
1568,highest,JJS,56
1569,Korea,NNP,56
1570,trucks,NNS,56
1571,leave,VB,76
1572,primarily,RB,56
1573,annually,RB,56
1574,chemical,NN,66
1575,popular,JJ,56
1576,Each,DT,56
1577,ending,VBG,58
1578,client,NN,56
1579,gets,VBZ,56
1580,victims,NNS,56
1581,flow,NN,61
1582,everyone,NN,56
1583,broad,JJ,56
1584,debate,NN,58
1585,SCI,NNP,56
1586,limited,JJ,102
1587,represents,VBZ,56
1588,rally,NN,65
1589,putting,VBG,56
1590,gene,NN,56
1591,Mass.,NNP,55
1592,amid,IN,55
1593,expand,VB,57
1594,monthly,JJ,61
1595,Credit,NNP,60
1596,bidding,NN,65
1597,commission,NN,55
1598,outside,IN,109
1599,technical,JJ,55
1600,employee,NN,55
1601,film,NN,55
1602,Of,IN,55
1603,words,NNS,55
1604,thousands,NNS,55
1605,stations,NNS,55
1606,source,NN,55
1607,aimed,VBN,59
1608,roughly,RB,55
1609,cover,VB,61
1610,waiting,VBG,58
1611,ratings,NNS,55
1612,bankers,NNS,55
1613,corporations,NNS,55
1614,Bell,NNP,55
1615,accept,VB,63
1616,hurt,VBN,98
1617,portion,NN,55
1618,Office,NNP,58
1619,Swiss,JJ,68
1620,grew,VBD,54
1621,trillion,CD,54
1622,adviser,NN,54
1623,poor,JJ,56
1624,vehicles,NNS,54
1625,pending,VBG,59
1626,Minister,NNP,54
1627,Exxon,NNP,54
1628,improvement,NN,54
1629,Here,RB,54
1630,certainly,RB,54
1631,aircraft,NN,59
1632,guilty,JJ,54
1633,actions,NNS,54
1634,C.,NNP,54
1635,original,JJ,56
1636,AT&T,NNP,54
1637,Sir,NNP,54
1638,experience,NN,62
1639,afternoon,NN,54
1640,proposals,NNS,54
1641,competitive,JJ,54
1642,standard,JJ,85
1643,everything,NN,54
1644,Sun,NNP,54
1645,monetary,JJ,54
1646,residents,NNS,54
1647,guidelines,NNS,54
1648,caused,VBN,94
1649,signs,NNS,53
1650,savings,NNS,62
1651,documents,NNS,53
1652,distribution,NN,53
1653,developing,VBG,53
1654,automotive,JJ,53
1655,Mae,NNP,53
1656,Sachs,NNP,53
1657,lack,NN,60
1658,phone,NN,53
1659,worth,JJ,95
1660,whom,WP,53
1661,lawmakers,NNS,53
1662,education,NN,53
1663,dispute,NN,55
1664,Dallas,NNP,53
1665,Jack,NNP,53
1666,normal,JJ,53
1667,steps,NNS,57
1668,year-ago,JJ,53
1669,voters,NNS,53
1670,numbers,NNS,53
1671,pence,NN,71
1672,defendants,NNS,53
1673,Paris,NNP,53
1674,grow,VB,60
1675,Sears,NNP,56
1676,material,NN,57
1677,declines,NNS,70
1678,request,NN,54
1679,opened,VBD,76
1680,world-wide,JJ,60
1681,Frank,NNP,52
1682,hundreds,NNS,52
1683,significantly,RB,52
1684,sides,NNS,52
1685,underwriters,NNS,52
1686,Jersey,NNP,52
1687,falling,VBG,52
1688,Lee,NNP,52
1689,"5,000",CD,52
1690,Florida,NNP,52
1691,mail,NN,54
1692,N.J.,NNP,52
1693,No.,NN,56
1694,quite,RB,52
1695,segment,NN,52
1696,Standard,NNP,52
1697,backed,VBN,70
1698,coupon,NN,52
1699,responsible,JJ,52
1700,Our,PRP$,52
1701,Phillips,NNP,53
1702,resources,NNS,51
1703,traffic,NN,51
1704,Alan,NNP,51
1705,clearly,RB,51
1706,II,NNP,51
1707,Southern,NNP,56
1708,Only,RB,54
1709,relations,NNS,51
1710,tests,NNS,55
1711,par,NN,73
1712,shows,VBZ,83
1713,unusual,JJ,51
1714,practices,NNS,51
1715,pretax,JJ,71
1716,weakness,NN,51
1717,minimum,JJ,91
1718,sort,NN,58
1719,chemicals,NNS,51
1720,ventures,NNS,51
1721,W.,NNP,51
1722,lose,VB,65
1723,tomorrow,NN,51
1724,copper,NN,51
1725,failure,NN,51
1726,authority,NN,50
1727,Chrysler,NNP,50
1728,Steel,NNP,54
1729,Ministry,NNP,50
1730,true,JJ,50
1731,fewer,JJR,52
1732,showing,VBG,58
1733,threat,NN,50
1734,reach,VB,65
1735,follows,VBZ,50
1736,fixed,VBN,66
1737,runs,VBZ,59
1738,easy,JJ,54
1739,baseball,NN,50
1740,except,IN,50
1741,college,NN,50
1742,movies,NNS,50
1743,finally,RB,50
1744,environment,NN,50
1745,play,VB,78
1746,ease,VB,53
1747,uncertainty,NN,50
1748,funding,NN,65
1749,mainly,RB,50
1750,thrifts,NNS,50
1751,Center,NNP,50
1752,healthy,JJ,50
1753,Poor,NNP,50
1754,thus,RB,50
1755,closing,NN,91
1756,maintain,VB,70
1757,Burnham,NNP,50
1758,collapse,NN,52
1759,liability,NN,50
1760,advanced,VBD,82
1761,B.A.T,NNP,50
1762,weekend,NN,50
1763,MCA,NNP,50
1764,insurers,NNS,50
1765,McCaw,NNP,50
1766,nor,CC,49
1767,buildings,NNS,49
1768,virtually,RB,49
1769,advertisers,NNS,49
1770,B.,NNP,49
1771,faces,VBZ,52
1772,prosecutors,NNS,49
1773,plunged,VBD,57
1774,effects,NNS,49
1775,discussions,NNS,49
1776,substantially,RB,49
1777,associated,VBN,49
1778,Nekoosa,NNP,51
1779,moment,NN,49
1780,Houston,NNP,49
1781,abroad,RB,49
1782,structure,NN,49
1783,cited,VBD,67
1784,relief,NN,49
1785,temporary,JJ,49
1786,Frankfurt,NNP,49
1787,Power,NNP,55
1788,GE,NNP,49
1789,editor,NN,48
1790,pace,NN,48
1791,nuclear,JJ,48
1792,balance,NN,53
1793,models,NNS,48
1794,brought,VBN,88
1795,producing,VBG,48
1796,surged,VBD,53
1797,listed,VBN,59
1798,books,NNS,48
1799,either,CC,133
1800,candidates,NNS,48
1801,reform,NN,53
1802,wrong,JJ,50
1803,Control,NNP,48
1804,preferred,JJ,93
1805,design,NN,60
1806,proceeds,NNS,52
1807,light,JJ,92
1808,employment,NN,48
1809,capital-gains,NNS,65
1810,goal,NN,48
1811,starting,VBG,50
1812,suspension,NN,48
1813,appropriations,NNS,48
1814,leadership,NN,48
1815,recovery,NN,48
1816,Community,NNP,48
1817,contrast,NN,48
1818,Fe,NNP,48
1819,Krenz,NNP,48
1820,Party,NNP,48
1821,HUD,NNP,48
1822,accounting,NN,58
1823,Morris,NNP,48
1824,Separately,RB,58
1825,Technology,NNP,51
1826,Australian,JJ,53
1827,sells,VBZ,47
1828,barrels,NNS,47
1829,developed,VBN,77
1830,produced,VBN,87
1831,usual,JJ,47
1832,planned,VBN,98
1833,election,NN,47
1834,parents,NNS,47
1835,released,VBN,59
1836,names,NNS,47
1837,cities,NNS,47
1838,opinion,NN,47
1839,municipal,JJ,47
1840,fairly,RB,47
1841,Red,NNP,51
1842,shown,VBN,47
1843,commodity,NN,47
1844,confidence,NN,47
1845,moved,VBD,77
1846,families,NNS,47
1847,attributed,VBD,63
1848,broker,NN,47
1849,declining,VBG,46
1850,Energy,NNP,49
1851,devices,NNS,46
1852,protect,VB,48
1853,Italy,NNP,46
1854,Stephen,NNP,46
1855,throughout,IN,46
1856,jointly,RB,46
1857,global,JJ,46
1858,centers,NNS,50
1859,Beijing,NNP,46
1860,positive,JJ,46
1861,assistance,NN,46
1862,overseas,JJ,86
1863,mean,VB,63
1864,pretty,RB,53
1865,Services,NNPS,78
1866,OTC,NNP,46
1867,attorneys,NNS,46
1868,litigation,NN,46
1869,damages,NNS,46
1870,Georgia,NNP,46
1871,leaving,VBG,46
1872,Transportation,NNP,51
1873,advantage,NN,46
1874,remained,VBD,52
1875,reasons,NNS,48
1876,cable,NN,46
1877,coverage,NN,46
1878,margin,NN,46
1879,Lambert,NNP,46
1880,scandal,NN,46
1881,truck,NN,46
1882,Volume,NN,46
1883,Saatchi,NNP,46
1884,USAir,NNP,46
1885,preliminary,JJ,45
1886,talking,VBG,45
1887,Report,NNP,45
1888,Toronto,NNP,45
1889,prove,VB,47
1890,town,NN,45
1891,Joseph,NNP,45
1892,extremely,RB,45
1893,suggests,VBZ,45
1894,slowing,VBG,55
1895,association,NN,45
1896,style,NN,45
1897,mark,NN,54
1898,"100,000",CD,45
1899,regular,JJ,45
1900,commitments,NNS,45
1901,passed,VBN,71
1902,section,NN,45
1903,gone,VBN,45
1904,wake,NN,47
1905,authorities,NNS,45
1906,criminal,JJ,49
1907,losing,VBG,51
1908,conventional,JJ,45
1909,communications,NNS,47
1910,deposits,NNS,45
1911,direction,NN,45
1912,Edward,NNP,45
1913,relationship,NN,45
1914,Motors,NNPS,69
1915,Telerate,NNP,45
1916,luxury,NN,45
1917,antitrust,JJ,45
1918,EC,NNP,45
1919,accord,NN,47
1920,Africa,NNP,45
1921,brands,NNS,45
1922,Hewlett-Packard,NNP,45
1923,nations,NNS,44
1924,meetings,NNS,44
1925,hotel,NN,44
1926,spent,VBD,84
1927,System,NNP,46
1928,twice,RB,47
1929,century,NN,44
1930,F.,NNP,44
1931,Finance,NNP,44
1932,settle,VB,46
1933,export,NN,58
1934,social,JJ,44
1935,elections,NNS,44
1936,decisions,NNS,44
1937,extra,JJ,44
1938,blacks,NNS,44
1939,helping,VBG,44
1940,charged,VBN,57
1941,operates,VBZ,44
1942,ounce,NN,44
1943,station,NN,44
1944,Telephone,NNP,44
1945,model,NN,46
1946,vehicle,NN,44
1947,Petroleum,NNP,46
1948,signed,VBD,77
1949,strategic,JJ,44
1950,bigger,JJR,44
1951,Like,IN,44
1952,Chinese,JJ,64
1953,wife,NN,44
1954,puts,VBZ,44
1955,disclose,VB,44
1956,headed,VBN,58
1957,wide,JJ,46
1958,affect,VB,48
1959,Traders,NNS,46
1960,type,NN,43
1961,ceiling,NN,43
1962,Conn.,NNP,43
1963,Ross,NNP,43
1964,block,VB,74
1965,providing,VBG,43
1966,chip,NN,43
1967,advance,NN,50
1968,types,NNS,43
1969,adjusted,VBN,53
1970,predicted,VBD,52
1971,Their,PRP$,43
1972,event,NN,43
1973,consultants,NNS,43
1974,politicians,NNS,43
1975,introduced,VBN,77
1976,Market,NNP,66
1977,primary,JJ,49
1978,studies,NNS,43
1979,meanwhile,RB,45
1980,Louis,NNP,43
1981,pricing,NN,47
1982,headquarters,NN,58
1983,older,JJR,43
1984,high-yield,JJ,43
1985,N.Y.,NNP,43
1986,crisis,NN,43
1987,hostile,JJ,51
1988,thinks,VBZ,43
1989,movement,NN,43
1990,cause,VB,78
1991,appeal,NN,58
1992,training,NN,47
1993,felt,VBD,50
1994,S.,NNP,43
1995,mind,NN,56
1996,appear,VB,75
1997,Times,NNP,53
1998,swings,NNS,43
1999,Continental,NNP,46
2000,Hollywood,NNP,43
2001,RJR,NNP,43
2002,class,NN,42
2003,six-month,JJ,42
2004,red,JJ,52
2005,Hampshire,NNP,42
2006,seemed,VBD,48
2007,review,NN,64
2008,decide,VB,50
2009,founder,NN,42
2010,surge,NN,44
2011,specialists,NNS,42
2012,happen,VB,42
2013,indicated,VBD,73
2014,society,NN,42
2015,offers,VBZ,75
2016,language,NN,42
2017,call,VB,103
2018,Singapore,NNP,42
2019,values,NNS,57
2020,asking,VBG,44
2021,Prime,NNP,44
2022,claim,NN,64
2023,fears,NNS,50
2024,discuss,VB,42
2025,save,VB,42
2026,critics,NNS,42
2027,genes,NNS,42
2028,citing,VBG,42
2029,judges,NNS,42
2030,Terms,NNS,42
2031,Price,NNP,47
2032,extraordinary,JJ,42
2033,Ogilvy,NNP,42
2034,metals,NNS,42
2035,Grand,NNP,42
2036,door,NN,42
2037,Net,JJ,60
2038,representing,VBG,42
2039,controversial,JJ,42
2040,equal,JJ,46
2041,carry,VB,62
2042,bit,NN,47
2043,Council,NNP,44
2044,outlook,NN,42
2045,replace,VB,44
2046,regulations,NNS,42
2047,works,VBZ,63
2048,patients,NNS,42
2049,Oil,NNP,53
2050,Intel,NNP,42
2051,controlled,VBN,54
2052,hit,VBD,122
2053,lending,NN,57
2054,From,IN,41
2055,worked,VBD,70
2056,comparable,JJ,41
2057,succeeds,VBZ,41
2058,obtain,VB,41
2059,cutting,VBG,45
2060,utility,NN,41
2061,determined,VBN,46
2062,prospects,NNS,41
2063,ask,VB,48
2064,instruments,NNS,41
2065,Fannie,NNP,41
2066,tender,NN,45
2067,temporarily,RB,41
2068,dozen,NN,41
2069,feel,VBP,84
2070,membership,NN,41
2071,piece,NN,41
2072,Bill,NNP,44
2073,Boeing,NNP,44
2074,Aug.,NNP,41
2075,word,NN,41
2076,colleagues,NNS,41
2077,keeping,VBG,41
2078,resignation,NN,41
2079,Loan,NNP,43
2080,circumstances,NNS,41
2081,NBC,NNP,41
2082,Communications,NNPS,74
2083,reaction,NN,41
2084,rapidly,RB,41
2085,followed,VBN,81
2086,Officials,NNS,46
2087,Phelan,NNP,41
2088,focus,VB,77
2089,voted,VBD,46
2090,negotiating,VBG,45
2091,amendment,NN,41
2092,ensure,VB,41
2093,Thus,RB,41
2094,gross,JJ,41
2095,Broadcasting,NNP,41
2096,Though,IN,51
2097,offerings,NNS,41
2098,junk-bond,NN,52
2099,Earlier,RBR,53
2100,agreements,NNS,41
2101,S.A.,NNP,41
2102,ABC,NNP,41
2103,join,VB,40
2104,professor,NN,40
2105,Until,IN,40
2106,pages,NNS,40
2107,appeals,NNS,40
2108,presence,NN,40
2109,task,NN,40
2110,met,VBD,67
2111,placed,VBN,54
2112,millions,NNS,40
2113,responsibility,NN,40
2114,minister,NN,40
2115,Central,NNP,45
2116,warrants,NNS,42
2117,appeared,VBD,44
2118,School,NNP,40
2119,reforms,NNS,40
2120,immediate,JJ,40
2121,hope,NN,83
2122,longer,RB,100
2123,one-time,JJ,40
2124,acquiring,VBG,40
2125,operator,NN,40
2126,letters,NNS,40
2127,initially,RB,40
2128,Associates,NNPS,63
2129,Sea,NNP,40
2130,safe,JJ,40
2131,"15,000",CD,40
2132,Breeden,NNP,40
2133,Great,NNP,53
2134,compromise,NN,45
2135,Soviets,NNPS,63
2136,grain,NN,40
2137,complex,JJ,56
2138,11\/16,CD,40
2139,crop,NN,40
2140,liquidity,NN,40
2141,am,VBP,40
2142,reserve,NN,40
2143,flight,NN,40
2144,ratio,NN,40
2145,intends,VBZ,40
2146,Banco,NNP,40
2147,T.,NNP,39
2148,easily,RB,39
2149,February,NNP,39
2150,forecast,NN,66
2151,administrative,JJ,39
2152,choice,NN,39
2153,creating,VBG,39
2154,combined,VBN,56
2155,slow,JJ,77
2156,requires,VBZ,39
2157,fields,NNS,39
2158,Hill,NNP,39
2159,provided,VBN,70
2160,becoming,VBG,39
2161,Why,WRB,39
2162,privately,RB,39
2163,core,NN,47
2164,eye,NN,39
2165,District,NNP,41
2166,possibility,NN,39
2167,soared,VBD,50
2168,two-year,JJ,39
2169,differences,NNS,39
2170,Just,RB,39
2171,extent,NN,39
2172,audience,NN,39
2173,"500,000",CD,39
2174,Savings,NNP,61
2175,critical,JJ,39
2176,sought,VBN,67
2177,sugar,NN,39
2178,fear,NN,70
2179,Switzerland,NNP,41
2180,line-item,JJ,39
2181,entertainment,NN,39
2182,buyer,NN,39
2183,generation,NN,39
2184,rooms,NNS,39
2185,factory,NN,38
2186,simple,JJ,41
2187,proceedings,NNS,38
2188,improved,VBN,67
2189,succeed,VB,41
2190,patent,NN,40
2191,Apple,NNP,38
2192,lawsuits,NNS,38
2193,fallen,VBN,38
2194,written,VBN,41
2195,ultimately,RB,38
2196,music,NN,38
2197,knows,VBZ,38
2198,ground,NN,38
2199,Pennsylvania,NNP,38
2200,Carolina,NNP,38
2201,widespread,JJ,38
2202,Defense,NNP,44
2203,Atlantic,NNP,40
2204,damaged,VBN,57
2205,card,NN,38
2206,certificates,NNS,38
2207,costly,JJ,38
2208,volatile,JJ,38
2209,weekly,JJ,40
2210,deliver,VB,40
2211,normally,RB,38
2212,Saturday,NNP,38
2213,cells,NNS,38
2214,Labor,NNP,49
2215,reporters,NNS,38
2216,Brooks,NNP,38
2217,Christmas,NNP,38
2218,rumors,NNS,38
2219,revised,VBN,52
2220,utilities,NNS,38
2221,supplies,NNS,44
2222,studio,NN,38
2223,heat,NN,41
2224,About,IN,54
2225,H.,NNP,37
2226,Chapter,NN,57
2227,troubled,JJ,56
2228,illegal,JJ,37
2229,courts,NNS,37
2230,Three,CD,47
2231,believed,VBN,62
2232,Today,NN,45
2233,affiliate,NN,37
2234,status,NN,37
2235,manufacturer,NN,37
2236,giant,NN,74
2237,exposure,NN,37
2238,affairs,NNS,37
2239,road,NN,37
2240,enormous,JJ,37
2241,fine,NN,55
2242,coal,NN,37
2243,Martin,NNP,37
2244,prepared,VBN,58
2245,child,NN,37
2246,Yeargin,NNP,37
2247,Over,IN,37
2248,metric,JJ,37
2249,Several,JJ,37
2250,restaurant,NN,37
2251,specialty,NN,39
2252,facing,VBG,37
2253,offset,VBN,76
2254,contends,VBZ,37
2255,declared,VBD,45
2256,finished,VBD,44
2257,aggressive,JJ,37
2258,purchased,VBN,57
2259,indeed,RB,37
2260,attract,VB,41
2261,Miller,NNP,37
2262,strategies,NNS,37
2263,guarantees,NNS,45
2264,benefit,NN,70
2265,condition,NN,37
2266,break,VB,55
2267,obligation,NN,37
2268,Mitchell,NNP,37
2269,votes,NNS,41
2270,invest,VB,43
2271,Oakland,NNP,40
2272,Lawrence,NNP,37
2273,Lincoln,NNP,39
2274,planning,NN,66
2275,P&G,NNP,37
2276,coup,NN,37
2277,stronger,JJR,36
2278,seats,NNS,36
2279,electronics,NNS,48
2280,plus,CC,49
2281,household,NN,36
2282,Douglas,NNP,36
2283,Spain,NNP,36
2284,act,NN,67
2285,career,NN,36
2286,reducing,VBG,36
2287,currencies,NNS,36
2288,consecutive,JJ,36
2289,newly,RB,36
2290,Foreign,NNP,48
2291,ties,NNS,38
2292,prime,JJ,36
2293,student,NN,36
2294,picture,NN,36
2295,Yet,RB,62
2296,secondary,JJ,36
2297,politics,NNS,36
2298,Mark,NNP,36
2299,GOP,NNP,36
2300,nature,NN,36
2301,worst,JJS,36
2302,hearing,NN,47
2303,badly,RB,36
2304,doubt,NN,46
2305,Massachusetts,NNP,36
2306,rejected,VBD,63
2307,turning,VBG,36
2308,Jan.,NNP,36
2309,upon,IN,39
2310,pact,NN,36
2311,Brady,NNP,36
2312,alternatives,NNS,36
2313,frequently,RB,36
2314,travel,NN,56
2315,games,NNS,36
2316,banker,NN,36
2317,personnel,NNS,36
2318,insurer,NN,36
2319,quarters,NNS,36
2320,one-year,JJ,36
2321,observers,NNS,36
2322,Bridge,NNP,38
2323,beer,NN,36
2324,unsecured,JJ,36
2325,establish,VB,36
2326,criticism,NN,36
2327,representatives,NNS,36
2328,begun,VBN,36
2329,Israel,NNP,36
2330,culture,NN,36
2331,split,NN,60
2332,advisers,NNS,36
2333,Thompson,NNP,36
2334,suits,NNS,36
2335,OPEC,NNP,36
2336,users,NNS,35
2337,argue,VBP,46
2338,formerly,RB,35
2339,introduce,VB,35
2340,NEC,NNP,35
2341,pursue,VB,35
2342,concerned,VBN,54
2343,Atlanta,NNP,35
2344,downturn,NN,35
2345,extend,VB,39
2346,portfolios,NNS,35
2347,Asia,NNP,37
2348,ready,JJ,35
2349,branch,NN,38
2350,Chase,NNP,35
2351,carries,VBZ,35
2352,Hungary,NNP,37
2353,complete,JJ,61
2354,possibly,RB,35
2355,Virginia,NNP,35
2356,Bob,NNP,35
2357,tried,VBD,56
2358,influence,NN,47
2359,My,PRP$,35
2360,sophisticated,JJ,35
2361,pushing,VBG,35
2362,scientific,JJ,35
2363,slipped,VBD,40
2364,taxpayers,NNS,35
2365,seeks,VBZ,35
2366,fire,NN,38
2367,factor,NN,37
2368,participants,NNS,35
2369,Philadelphia,NNP,35
2370,Young,NNP,37
2371,retailers,NNS,35
2372,slide,NN,39
2373,uses,VBZ,48
2374,Sunday,NNP,35
2375,worker,NN,35
2376,Nixon,NNP,35
2377,Park,NNP,35
2378,argued,VBD,43
2379,impossible,JJ,35
2380,Navy,NNP,35
2381,highway,NN,35
2382,Source,NN,35
2383,lenders,NNS,35
2384,speed,NN,52
2385,after-tax,JJ,35
2386,massive,JJ,35
2387,coffee,NN,35
2388,subordinated,JJ,63
2389,alliance,NN,35
2390,site,NN,35
2391,senators,NNS,35
2392,A$,$,35
2393,KKR,NNP,35
2394,Greenspan,NNP,35
2395,Agency,NNP,34
