first,second,max_tag,appearances
IN,Friday,NNP,73
IN,Chicago,NNP,73
NN,unit,NN,73
CC,their,PRP$,72
JJ,power,NN,72
NNP,added,VBD,74
IN,March,NNP,72
NNS,it,PRP,72
NNP,last,JJ,72
VBN,about,IN,92
VBP,an,DT,73
DT,rate,NN,72
PRP,a,DT,72
VBZ,more,JJR,123
BOS,Yesterday,NN,72
CC,Co,NNP,72
JJ,New,NNP,73
DT,proposed,VBN,100
JJ,court,NN,72
VBZ,only,RB,75
NNP,group,NN,72
NNP,Gorbachev,NNP,72
NN,fund,NN,72
IN,UAL,NNP,72
NNP,University,NNP,71
DT,early,JJ,72
IN,Nov.,NNP,71
CC,two,CD,71
IN,not,RB,71
NNP,Service,NNP,71
DT,purchase,NN,71
",",though,IN,119
VBN,its,PRP$,71
NNS,during,IN,71
WP,are,VBP,71
NNS,last,JJ,74
NN,might,MD,72
VBG,``,``,71
DT,Chicago,NNP,71
JJ,things,NNS,71
WP,had,VBD,71
PRP,'d,MD,78
VB,all,DT,95
DT,increase,NN,71
DT,United,NNP,71
RB,yet,RB,73
WDT,were,VBD,71
NN,insurance,NN,71
NNP,Lawson,NNP,71
IN,course,NN,70
VBD,down,RB,123
NNP,did,VBD,70
RB,want,VB,89
RB,--,:,70
VBZ,just,RB,71
WP,has,VBZ,70
RB,know,VB,78
TO,continue,VB,70
VB,or,CC,70
DT,administration,NN,70
NN,issue,NN,70
VBD,more,JJR,114
PRP,adds,VBZ,70
NNS,through,IN,70
VB,how,WRB,70
NNP,Trust,NNP,70
NNP,Industrial,NNP,70
NNP,Average,NNP,70
VB,back,RB,98
IN,corporate,JJ,70
IN,government,NN,69
BOS,No,DT,74
VBD,them,PRP,69
IN,every,DT,69
CD,at,IN,69
DT,right,NN,103
TO,increase,VB,70
JJ,dividend,NN,69
JJ,new,JJ,69
TO,say,VB,69
",",now,RB,69
WP,the,DT,69
CC,so,RB,76
NN,now,RB,69
NN,issues,NNS,70
DT,suit,NN,69
IN,Los,NNP,69
JJ,prices,NNS,69
NN,bill,NN,69
NNP,Airlines,NNPS,100
NN,lines,NNS,69
NN,interest,NN,68
RB,had,VBD,79
IN,now,RB,68
NNP,',POS,79
NNP,Electric,NNP,68
JJ,system,NN,68
JJ,computer,NN,68
DT,tax,NN,68
VBD,:,:,68
IN,companies,NNS,68
NNP,Smith,NNP,68
DT,shares,NNS,68
NNP,Guber,NNP,68
NNP,Journal,NNP,67
IN,money,NN,67
NNP,Financial,NNP,67
IN,January,NNP,67
DT,full,JJ,67
VB,if,IN,67
NN,plant,NN,67
VB,reached,VBN,68
NN,until,IN,67
NNP,Hutton,NNP,67
DT,fund,NN,67
DT,single,JJ,67
DT,index,NN,67
IN,economic,JJ,67
WP,was,VBD,67
NN,plans,NNS,88
DT,IRS,NNP,67
IN,market,NN,67
NNP,Stanley,NNP,67
NNP,America,NNP,67
NN,traders,NNS,67
VBG,into,IN,67
VBD,last,JJ,67
",",vice,NN,66
BOS,Then,RB,66
DT,fact,NN,66
IN,Texas,NNP,66
DT,SEC,NNP,66
VB,one,CD,74
JJ,trade,NN,66
BOS,Another,DT,66
NNP,fell,VBD,66
TO,put,VB,66
IN,Tuesday,NNP,66
NN,where,WRB,66
DT,was,VBD,66
IN,time,NN,66
JJ,services,NNS,66
NN,-RCB-,-RRB-,66
IN,trading,NN,88
NN,revenue,NN,66
VB,down,RP,90
BOS,Two,CD,66
NN,within,IN,66
DT,amount,NN,66
IN,Jaguar,NNP,67
NNP,Hugo,NNP,66
NNS,now,RB,65
MD,remain,VB,65
NNP,announced,VBD,65
JJ,share,NN,65
NNP,Management,NNP,65
IN,dollars,NNS,65
RB,even,RB,66
NNP,a,DT,67
",",particularly,RB,65
MD,pay,VB,65
IN,First,NNP,72
NNP,Index,NNP,65
RB,all,DT,76
DT,decline,NN,64
VBG,some,DT,65
RP,by,IN,64
VBD,only,RB,67
NNS,-RRB-,-RRB-,64
JJ,Nov.,NNP,66
VBD,and,CC,64
JJ,officials,NNS,64
MD,become,VB,64
JJ,cash,NN,64
JJ,changes,NNS,64
",",too,RB,64
IN,composite,JJ,64
NNP,Fund,NNP,63
DT,trade,NN,63
DT,long,JJ,64
VBZ,from,IN,63
NN,increases,NNS,69
BOS,All,DT,83
VBZ,now,RB,63
JJ,number,NN,63
JJ,life,NN,63
JJ,Japanese,JJ,71
DT,insurance,NN,63
PRP$,new,JJ,63
VBN,under,IN,63
JJ,days,NNS,63
CC,when,WRB,63
DT,gain,NN,63
DT,court,NN,63
JJ,demand,NN,63
-RRB-,--,:,63
TO,come,VB,63
-RRB-,and,CC,63
PRP,wo,MD,63
JJ,half,NN,78
VBG,more,JJR,102
RB,it,PRP,63
DT,huge,JJ,62
DT,department,NN,62
IN,him,PRP,62
POS,new,JJ,62
NNS,concern,NN,62
JJ,industry,NN,62
TO,cut,VB,62
PRP,as,IN,71
VBZ,with,IN,62
VB,such,JJ,75
DT,possible,JJ,62
JJR,in,IN,62
CC,others,NNS,62
DT,fiscal,JJ,64
JJ,corporate,JJ,62
NNP,Administration,NNP,62
NNS,include,VBP,62
DT,director,NN,61
JJ,position,NN,61
BOS,Not,RB,61
RB,an,DT,61
NN,groups,NNS,61
IN,six,CD,61
NNS,if,IN,61
DT,joint,JJ,62
NNP,bonds,NNS,61
DT,size,NN,61
DT,meeting,NN,61
RB,when,WRB,61
NNS,'s,POS,61
DT,S&P,NNP,63
DT,situation,NN,61
NN,programs,NNS,61
IN,whether,IN,63
DT,who,WP,60
NN,force,NN,60
DT,matter,NN,60
PRP$,$,$,60
DT,investor,NN,60
NN,law,NN,60
NN,offer,NN,63
VB,'','',60
JJ,index,NN,60
",",especially,RB,60
BOS,Ms.,NNP,60
DT,series,NN,60
",",Texas,NNP,60
TO,avoid,VB,60
JJ,bond,NN,60
JJ,the,DT,60
MD,give,VB,60
RB,going,VBG,60
VBG,of,IN,60
NNP,Data,NNP,62
NN,division,NN,60
IN,earnings,NNS,60
DT,question,NN,60
TO,their,PRP$,59
JJ,rates,NNS,59
NN,based,VBN,59
NNP,Computer,NNP,59
VBP,still,RB,59
NNP,the,DT,63
DT,effort,NN,59
JJ,level,NN,59
NNP,L.,NNP,59
VBZ,:,:,59
NNS,might,MD,59
JJ,thing,NN,59
NN,director,NN,59
PRP,say,VBP,63
DT,point,NN,60
NNP,James,NNP,59
NNP,County,NNP,59
BOS,Indeed,RB,62
DT,majority,NN,59
JJ,major,JJ,59
MD,sell,VB,59
NNP,Industries,NNPS,109
JJ,political,JJ,59
CD,tons,NNS,59
WRB,to,TO,59
",",priced,VBN,60
VBP,no,DT,68
VBP,at,IN,58
",",reflecting,VBG,58
NN,we,PRP,58
DT,one,NN,126
NN,court,NN,58
DT,strong,JJ,58
NNP,can,MD,58
BOS,Instead,RB,58
JJ,management,NN,58
VBP,numeric-word,CD,58
DT,restructuring,NN,67
BOS,Such,JJ,64
CC,many,JJ,59
WP,'s,VBZ,59
DT,in,IN,60
NNP,Act,NNP,58
CC,was,VBD,58
IN,Hong,NNP,58
DT,net,JJ,60
JJ,support,NN,58
NN,index,NN,58
VBP,being,VBG,58
RB,disclosed,VBN,69
CD,an,DT,58
RP,on,IN,58
PRP,plans,VBZ,58
IN,buying,VBG,64
NN,loans,NNS,58
DT,Bush,NNP,58
DT,airline,NN,58
NN,income,NN,58
NNP,Brothers,NNPS,89
IN,general,JJ,61
JJ,costs,NNS,58
DT,pilots,NNS,58
NNP,Mixte,NNP,58
NNS,expect,VBP,59
DT,debt,NN,57
BOS,U.S.,NNP,57
TO,begin,VB,57
JJ,firm,NN,59
CC,by,IN,57
JJR,and,CC,57
JJ,other,JJ,57
DT,maker,NN,57
VBZ,out,RP,73
VBZ,so,RB,58
NNS,must,MD,57
NN,while,IN,59
JJ,meeting,NN,57
$,"1,000",CD,57
DT,little,JJ,84
NNS,?,.,57
JJ,part,NN,57
VBP,also,RB,57
CD,hours,NNS,57
JJ,because,IN,61
'',for,IN,57
VBD,quoted,VBN,57
PRP,``,``,57
DT,summer,NN,57
BOS,American,NNP,62
IN,Ford,NNP,57
CD,-LRB-,-LRB-,57
VBN,only,RB,59
RB,good,JJ,57
RB,think,VB,65
IN,Britain,NNP,57
NNP,Thatcher,NNP,57
DT,Bay,NNP,58
DT,offering,NN,58
RB,higher,JJR,65
JJ,amount,NN,56
NN,stock,NN,56
IN,terms,NNS,56
JJ,venture,NN,56
DT,total,JJ,107
NNP,E.,NNP,56
NNP,government,NN,56
CD,after,IN,58
RBR,in,IN,56
TO,this,DT,56
VBZ,made,VBN,56
DT,political,JJ,56
PRP,know,VBP,56
JJ,Friday,NNP,56
CC,now,RB,56
POS,shares,NNS,56
DT,merger,NN,56
NNP,President,NNP,56
NNP,Entertainment,NNP,56
CD,companies,NNS,56
DT,cash,NN,56
JJ,line,NN,56
POS,first,JJ,57
IN,large,JJ,56
",",like,IN,57
VBD,priced,VBN,56
JJ,paper,NN,56
DT,drug,NN,56
IN,Warner,NNP,56
NNP,A.,NNP,87
",",Mass.,NNP,55
DT,process,NN,55
DT,idea,NN,55
IN,future,JJ,55
IN,South,NNP,62
VBD,this,DT,55
WDT,it,PRP,55
NNP,M.,NNP,55
NNPS,',POS,55
IN,May,NNP,55
IN,President,NNP,55
JJ,role,NN,55
IN,France,NNP,55
DT,oil,NN,55
TO,work,VB,62
TO,find,VB,55
NN,still,RB,55
RB,low,JJ,57
VBP,``,``,55
VBN,his,PRP$,55
JJ,day,NN,55
DT,buy-out,NN,60
IN,having,VBG,55
CD,year,NN,55
IN,order,NN,55
.,-LRB-,-LRB-,55
NNP,official,NN,56
RB,about,IN,93
IN,Merrill,NNP,56
NNP,contract,NN,55
IN,junk,NN,55
IN,December,NNP,55
NN,Friday,NNP,55
",",chief,JJ,88
DT,old,JJ,54
NNP,News,NNP,54
JJ,nine,CD,54
IN,state,NN,54
WP,have,VBP,55
DT,interview,NN,54
NNP,Minister,NNP,54
POS,chairman,NN,54
RB,now,RB,54
NN,orders,NNS,55
DT,system,NN,54
DT,great,JJ,54
JJ,levels,NNS,54
DT,days,NNS,54
DT,charge,NN,54
VB,him,PRP,54
NN,systems,NNS,54
IN,your,PRP$,54
DT,letter,NN,54
NNP,Development,NNP,54
NNP,Medical,NNP,54
NNS,did,VBD,54
NN,three,CD,54
NNP,agreed,VBD,54
NNP,trading,NN,57
DT,bonds,NNS,54
NNP,Systems,NNPS,91
DT,final,JJ,54
NN,reported,VBD,63
CC,with,IN,54
IN,prices,NNS,54
VB,of,IN,54
RB,just,RB,55
NN,service,NN,54
IN,sale,NN,54
NN,losses,NNS,54
NNP,should,MD,53
IN,Monday,NNP,53
CD,trillion,CD,53
VBZ,already,RB,53
DT,project,NN,53
JJ,countries,NNS,53
IN,small,JJ,53
NNS,company,NN,53
",",despite,IN,53
NNP,Mae,NNP,53
IN,lower,JJR,53
NN,payments,NNS,53
VBZ,some,DT,53
NNS,since,IN,54
:,it,PRP,53
NN,executives,NNS,53
IN,home,NN,53
DT,study,NN,53
NN,line,NN,53
",",director,NN,53
JJ,gains,NNS,53
",",traders,NNS,53
DT,union,NN,53
NNPS,in,IN,53
NNP,TV,NNP,60
DT,chance,NN,53
DT,securities,NNS,53
JJ,assets,NNS,53
NN,points,NNS,58
NN,investment,NN,53
IN,#,#,53
CD,pence,NN,70
DT,trust,NN,53
DT,results,NNS,53
DT,University,NNP,52
NN,point,NN,52
DT,yield,NN,53
JJ,investments,NNS,52
DT,top,JJ,73
JJ,fund,NN,52
RB,make,VB,59
BOS,New,NNP,67
VBZ,based,VBN,52
NN,equipment,NN,52
IN,comment,NN,52
",",both,DT,55
NN,agreement,NN,52
EX,were,VBD,52
IN,inflation,NN,52
WDT,can,MD,52
BOS,Each,DT,52
MD,come,VB,52
JJ,American,JJ,61
'',is,VBZ,52
BOS,Of,IN,52
CC,as,IN,66
NNP,who,WP,52
VBG,new,JJ,52
IN,investment,NN,52
PRP,with,IN,52
RP,its,PRP$,52
NN,like,IN,52
POS,and,CC,52
RB,do,VBP,84
MD,allow,VB,52
",",N.J.,NNP,52
IN,current,JJ,54
BOS,During,IN,52
MD,receive,VB,52
JJ,is,VBZ,52
JJ,offering,NN,53
DT,decade,NN,52
DT,entire,JJ,54
RB,into,IN,52
NNP,index,NN,52
DT,private,JJ,52
NNPS,Inc,NNP,52
CD,is,VBZ,52
IN,Moody,NNP,52
IN,Drexel,NNP,52
JJ,use,NN,51
NNS,made,VBN,70
NNP,Ltd,NNP,51
NNP,II,NNP,51
DT,Wall,NNP,51
DT,level,NN,53
NN,activity,NN,51
JJ,orders,NNS,51
DT,general,JJ,52
JJ,plan,NN,51
DT,committee,NN,51
NN,amount,NN,51
NNP,Jersey,NNP,51
VB,made,VBN,51
JJ,areas,NNS,51
NNP,declined,VBD,51
JJ,institutions,NNS,51
NN,remains,VBZ,52
JJ,programs,NNS,51
IN,General,NNP,51
DT,key,JJ,70
BOS,Investors,NNS,51
TO,offer,VB,51
DT,markets,NNS,51
IN,Sept.,NNP,51
RB,they,PRP,51
DT,would,MD,51
JJ,director,NN,50
NN,today,NN,50
NN,spending,NN,51
",",saying,VBG,50
NN,out,IN,66
VBD,just,RB,50
CC,if,IN,50
TO,report,VB,50
DT,measure,NN,50
BOS,Those,DT,50
CD,Canadian,JJ,51
VBN,or,CC,50
NNP,after,IN,51
JJ,law,NN,50
JJ,concern,NN,50
VBZ,very,RB,50
NN,toward,IN,50
DT,whole,JJ,71
DT,policy,NN,50
VBP,from,IN,50
BOS,You,PRP,50
PRP,need,VBP,53
VBP,likely,JJ,53
IN,others,NNS,50
DT,year-ago,JJ,50
VBN,this,DT,50
CD,percentage,NN,50
NN,more,JJR,85
VB,only,RB,59
NNP,told,VBD,50
RB,under,IN,51
NNP,Life,NNP,50
NNP,Investment,NNP,50
JJR,of,IN,50
DT,spokeswoman,NN,50
NNP,Burnham,NNP,50
DT,UAL,NNP,50
NN,businesses,NNS,50
CD,francs,NNS,50
NN,dropped,VBD,50
VB,by,IN,54
VBZ,them,PRP,49
DT,fall,NN,49
VB,these,DT,49
NNP,Australia,NNP,49
DT,similar,JJ,49
MD,buy,VB,49
VBN,last,JJ,49
DT,economic,JJ,49
BOS,Here,RB,49
DT,national,JJ,49
CC,also,RB,49
VB,whether,IN,52
NN,problems,NNS,49
JJ,production,NN,49
JJ,gain,NN,49
NNP,John,NNP,49
VB,our,PRP$,49
IN,commercial,JJ,49
CC,Poor,NNP,49
DT,paper,NN,49
TO,develop,VB,49
NNP,D.,NNP,48
IN,then,RB,48
BOS,John,NNP,48
CD,more,JJR,50
BOS,Japan,NNP,48
RB,he,PRP,48
VBD,many,JJ,49
NNP,subsidiary,NN,48
JJ,dollars,NNS,48
-LRB-,US$,$,48
DT,reason,NN,48
DT,separate,JJ,48
NN,growth,NN,48
DT,article,NN,48
VBZ,become,VBN,50
TO,try,VB,48
TO,produce,VB,48
RB,``,``,48
JJS,",",",",48
PRP,wanted,VBD,48
JJ,takeover,NN,48
NN,two,CD,48
IN,Columbia,NNP,48
DT,network,NN,48
RB,two,CD,48
VBD,off,RP,75
",",among,IN,48
NNP,posted,VBD,48
CC,would,MD,48
VBZ,up,RP,72
NN,analysts,NNS,48
NN,closed,VBD,53
DT,settlement,NN,48
DT,Pentagon,NNP,48
IN,common,JJ,53
NN,earnings,NNS,48
JJ,buy-out,NN,52
NNP,gained,VBD,50
NN,drop,NN,50
NNP,Fe,NNP,48
JJ,gas,NN,48
IN,real,JJ,48
DT,common,JJ,47
JJ,yield,NN,47
JJ,auto,NN,47
:,to,TO,50
NNP,Korea,NNP,47
DT,news,NN,47
CD,miles,NNS,47
DT,work,NN,47
CD,by,IN,47
'',on,IN,47
IN,banks,NNS,47
PRP,expect,VBP,49
DT,London,NNP,48
DT,problems,NNS,47
VBN,off,RP,63
:,The,DT,52
CD,month,NN,47
JJ,work,NN,47
JJ,office,NN,47
IN,Poland,NNP,47
IN,par,NN,68
JJ,effort,NN,47
VBN,their,PRP$,47
NNP,Baker,NNP,47
VBD,also,RB,47
NNPS,are,VBP,47
IN,research,NN,47
NN,wo,MD,47
JJS,numeric-word,CD,47
:,in,IN,48
VBZ,and,CC,47
DT,estimated,VBN,73
JJ,currency,NN,47
IN,record,NN,48
PRP,the,DT,47
BOS,Ford,NNP,47
VBZ,too,RB,47
'',with,IN,47
DT,change,NN,47
",",only,RB,47
IN,from,IN,47
PRP,must,MD,47
JJ,impact,NN,47
CC,gas,NN,47
RB,'','',47
JJ,credit,NN,47
NN,must,MD,47
CC,sell,VB,65
JJ,state,NN,47
IN,Hurricane,NNP,47
DT,parent,NN,52
VBD,third-quarter,JJ,57
DT,percentage,NN,46
NN,chairman,NN,46
JJ,revenue,NN,46
",",so,IN,81
NN,deficit,NN,46
JJ,economy,NN,46
NNS,increased,VBD,50
JJ,three,CD,46
BOS,Separately,RB,57
PRP,believes,VBZ,46
NN,includes,VBZ,46
CD,barrels,NNS,46
DT,main,JJ,46
JJ,unit,NN,46
JJ,research,NN,46
JJ,report,NN,46
MD,lead,VB,46
BOS,Only,RB,48
``,A,DT,52
'',-LRB-,-LRB-,46
POS,office,NN,46
TO,win,VB,46
NN,called,VBN,72
DT,woman,NN,46
CC,no,DT,47
JJ,but,CC,46
JJ,investor,NN,46
IN,when,WRB,46
WP,will,MD,46
IN,just,RB,48
DT,public,NN,92
VBN,some,DT,46
NNP,AG,NNP,46
DT,Supreme,NNP,46
VBN,over,IN,75
PRP$,stake,NN,46
IN,credit,NN,46
TO,move,VB,46
NNP,-RCB-,-RRB-,46
RB,soon,RB,46
NNP,Europe,NNP,46
RB,being,VBG,46
NNS,still,RB,46
NNP,Lambert,NNP,46
JJ,bill,NN,46
DT,funds,NNS,45
POS,.,.,45
DT,potential,JJ,56
DT,risk,NN,45
JJ,Mr.,NNP,45
VBN,after,IN,45
DT,announcement,NN,45
IN,big,JJ,45
POS,Mr.,NNP,45
IN,less,JJR,49
JJ,goods,NNS,45
RB,last,JJ,50
CC,one,CD,50
JJ,firms,NNS,45
JJ,damage,NN,45
VBZ,part,NN,45
JJ,projects,NNS,45
TO,prevent,VB,45
",",senior,JJ,45
POS,",",",",45
PRP,for,IN,45
JJ,transactions,NNS,45
NNS,familiar,JJ,45
WP,they,PRP,45
DT,are,VBP,45
VB,so,RB,45
NNP,Center,NNP,45
VB,your,PRP$,45
MD,``,``,45
VBZ,of,IN,45
JJ,workers,NNS,45
DT,important,JJ,45
IN,selling,VBG,49
NNP,Motors,NNPS,69
JJ,veto,NN,45
UH,",",",",45
RB,lower,JJR,57
NNS,he,PRP,45
DT,junk,NN,45
NN,else,RB,56
IN,contrast,NN,45
WDT,makes,VBZ,44
IN,today,NN,44
DT,higher,JJR,44
RB,expected,VBN,46
RB,so,RB,50
NNP,Steel,NNP,44
MD,cost,VB,44
DT,lower,JJR,45
NNS,without,IN,44
DT,future,NN,60
JJS,in,IN,44
VBD,lower,JJR,53
VBG,officer,NN,44
DT,period,NN,44
DT,filing,NN,44
JJ,cases,NNS,44
NNP,Secretary,NNP,44
NN,six,CD,44
POS,president,NN,44
VBP,with,IN,44
CD,major,JJ,44
WP,it,PRP,44
CC,this,DT,44
NNP,Lee,NNP,44
TO,improve,VB,44
NN,work,NN,45
NNP,C.,NNP,44
NNP,Services,NNPS,76
JJ,volume,NN,44
VBZ,agreed,VBN,44
DT,Justice,NNP,44
WRB,much,JJ,58
IN,higher,JJR,44
NN,rise,NN,48
CC,on,IN,47
NNP,Robert,NNP,44
CD,last,JJ,44
JJ,buyers,NNS,44
VBD,slightly,RB,44
BOS,Traders,NNS,46
JJ,value,NN,44
NNP,Party,NNP,44
JJ,basis,NN,44
NNP,expects,VBZ,44
NNP,Morris,NNP,44
JJ,information,NN,43
VBD,elected,VBN,43
RB,long,RB,67
DT,drop,NN,43
CD,was,VBD,43
",",Conn.,NNP,43
PRP,made,VBD,43
NNP,R.,NNP,43
DT,interest,NN,43
NN,tax,NN,43
IN,control,NN,43
NN,vice,NN,43
NNP,recently,RB,43
",",these,DT,43
BOS,IBM,NNP,43
VBZ,scheduled,VBN,43
NN,rights,NNS,43
MD,still,RB,43
JJ,deal,NN,43
DT,man,NN,43
IN,loans,NNS,43
NN,declined,VBD,44
NN,only,RB,44
DT,ad,NN,44
DT,office,NN,43
IN,abortion,NN,43
VB,other,JJ,43
MD,probably,RB,43
DT,Nasdaq,NNP,43
$,"10,000",CD,43
JJ,action,NN,43
NNP,Johnson,NNP,43
NNS,ended,VBD,67
RB,held,VBN,70
NN,analyst,NN,43
NNP,World,NNP,43
",",N.Y.,NNP,43
PRP$,shares,NNS,43
",",reported,VBD,47
JJ,contract,NN,43
VBD,unchanged,JJ,43
",",could,MD,43
JJ,car,NN,43
BOS,Like,IN,43
IN,public,JJ,46
NNP,dropped,VBD,43
JJ,computers,NNS,43
WDT,he,PRP,43
JJ,leaders,NNS,43
DT,hour,NN,43
JJ,aid,NN,43
CC,analysts,NNS,43
NN,volume,NN,43
VBZ,like,IN,46
POS,biggest,JJS,43
DT,job,NN,43
NNP,Power,NNP,43
IN,third-quarter,JJ,48
DT,highest,JJS,43
JJ,Treasury,NNP,45
NN,holding,VBG,56
NNP,System,NNP,42
NNP,Hampshire,NNP,42
POS,decision,NN,42
NNP,might,MD,42
IN,Dec.,NNP,42
MD,require,VB,42
IN,IBM,NNP,42
NNP,F.,NNP,42
CD,as,IN,42
CD,new,JJ,42
NNP,yesterday,NN,42
IN,possible,JJ,44
DT,growth,NN,42
NNS,declined,VBD,42
RP,their,PRP$,42
IN,getting,VBG,42
IN,financial,JJ,42
JJ,ones,NNS,42
NN,began,VBD,42
JJ,average,NN,60
NNP,Security,NNP,42
DT,use,NN,43
BOS,Terms,NNS,42
JJ,profits,NNS,42
JJ,insurance,NN,42
NNP,family,NN,42
VBP,more,JJR,82
DT,opportunity,NN,42
NNP,Brown,NNP,42
DT,Los,NNP,42
PRP,from,IN,42
DT,U.K.,NNP,43
DT,wake,NN,42
DT,banks,NNS,42
NN,you,PRP,42
JJ,drop,NN,42
DT,power,NN,42
NNP,S.,NNP,42
NNP,stocks,NNS,42
NNP,plans,VBZ,48
'','','',42
NN,benefits,NNS,43
JJ,junk,NN,42
JJ,buying,NN,42
DT,investors,NNS,42
NNP,executives,NNS,42
IN,national,JJ,42
TO,show,VB,42
",",his,PRP$,42
NNS,later,RB,57
DT,team,NN,41
DT,area,NN,41
NN,continues,VBZ,41
JJ,manager,NN,41
DT,sales,NNS,41
NNP,B.,NNP,41
``,What,WP,41
IN,consumer,NN,41
DT,Securities,NNPS,68
IN,yesterday,NN,42
JJ,spring,NN,41
JJ,enough,RB,45
DT,action,NN,41
DT,significant,JJ,41
IN,Canada,NNP,41
NNS,while,IN,42
DT,World,NNP,41
DT,annual,JJ,41
NN,center,NN,42
JJ,real,JJ,42
",",just,RB,41
JJ,sale,NN,41
VBP,them,PRP,41
``,In,IN,45
JJ,spending,NN,42
MD,begin,VB,41
JJ,public,JJ,55
MD,see,VB,41
PRP,believe,VBP,41
PRP,that,IN,49
BOS,First,NNP,70
VBN,against,IN,41
NNP,made,VBD,42
NN,spokesman,NN,41
JJ,technology,NN,41
DT,vice,NN,41
DT,ounce,NN,41
NN,due,JJ,47
RB,get,VB,45
VBG,as,IN,63
VBN,'','',41
NN,management,NN,41
-RRB-,in,IN,41
BOS,Officials,NNS,46
NN,interests,NNS,42
VB,through,IN,51
DT,late,JJ,42
NNP,Phelan,NNP,41
NN,flow,NN,41
IN,United,NNP,42
RB,we,PRP,41
``,we,PRP,41
DT,car,NN,41
NN,back,RB,44
BOS,Though,IN,51
JJ,bills,NNS,41
BOS,Earlier,RBR,52
NNP,common,JJ,49
NNS,tax,NN,41
DT,building,NN,42
TO,spend,VB,41
TO,expand,VB,40
DT,Washington,NNP,40
VBZ,what,WP,43
NN,gains,NNS,45
RB,below,IN,41
``,That,DT,41
CD,each,DT,40
JJ,performance,NN,40
IN,price,NN,40
BOS,Mrs.,NNP,40
POS,own,JJ,40
IN,international,JJ,40
NN,year,NN,40
NN,production,NN,40
IN,Shearson,NNP,40
NNP,Federal,NNP,40
JJ,decline,NN,40
TO,settle,VB,40
JJ,construction,NN,40
NN,contracts,NNS,40
VB,you,PRP,40
DT,official,NN,72
MD,seek,VB,40
PRP,agreed,VBD,40
DT,French,JJ,48
VBG,Mr.,NNP,40
VBD,made,VBN,40
",",meanwhile,RB,40
VBZ,as,IN,65
NNS,believe,VBP,42
PRP$,stock,NN,40
JJ,charge,NN,40
JJ,problem,NN,40
JJ,step,NN,40
",",rather,RB,40
NN,bid,NN,40
NNP,Telephone,NNP,40
JJ,account,NN,41
RB,were,VBD,40
RB,expect,VB,42
POS,board,NN,40
",",most,JJS,57
DT,trading,NN,42
JJ,term,NN,40
JJ,world,NN,40
DT,changes,NNS,41
JJ,times,NNS,40
",",head,NN,41
NN,policy,NN,40
DT,subsidiary,NN,41
DT,senior,JJ,41
JJ,analysts,NNS,40
DT,family,NN,40
PRP,now,RB,40
TO,stay,VB,40
TO,run,VB,40
CD,:,:,40
CD,11\/16,CD,40
BOS,Thus,RB,40
NNP,Broadcasting,NNP,40
DT,earnings,NNS,40
NNP,earthquake,NN,40
JJ,cost,NN,40
NNP,Krenz,NNP,40
",",investors,NNS,39
DT,thrift,NN,39
NNP,division,NN,39
PRP,still,RB,39
JJ,competition,NN,39
``,When,WRB,39
JJ,five,CD,39
NNP,Ross,NNP,39
JJ,president,NN,39
NN,order,NN,39
POS,earnings,NNS,40
VBP,some,DT,39
",",through,IN,39
``,People,NNS,39
NN,sector,NN,39
IN,nearly,RB,39
VBP,about,IN,50
NN,charges,NNS,44
NN,contract,NN,39
",",no,DT,41
JJ,job,NN,39
RB,always,RB,39
IN,analysts,NNS,39
:,which,WDT,40
DT,region,NN,39
NNP,School,NNP,39
RB,likely,JJ,40
PRP,just,RB,39
NN,notes,NNS,43
CC,financial,JJ,39
VBD,higher,JJR,58
",",citing,VBG,39
PRP$,company,NN,39
VBD,expected,VBN,40
NNS,until,IN,39
JJ,restructuring,NN,42
TO,cover,VB,39
POS,recent,JJ,39
VBG,this,DT,39
DT,product,NN,39
JJ,national,JJ,39
CD,employees,NNS,39
JJ,parts,NNS,39
PRP$,business,NN,39
JJ,fees,NNS,39
JJ,equipment,NN,39
CD,minutes,NNS,39
JJ,exchange,NN,39
NNP,Price,NNP,39
NNP,W.,NNP,39
IN,futures,NNS,39
NNP,securities,NNS,39
DT,provision,NN,39
VBZ,said,VBN,67
JJ,;,:,39
TO,accept,VB,39
VBD,back,RB,55
IN,tax,NN,39
JJ,machines,NNS,39
IN,West,NNP,45
DT,form,NN,38
VBD,sold,VBN,38
VBN,--,:,38
VBN,during,IN,38
NNS,used,VBN,49
IN,International,NNP,38
JJ,hand,NN,38
IN,president,NN,38
TO,protect,VB,38
NNS,growth,NN,38
TO,seek,VB,38
JJ,foreign,JJ,38
IN,shares,NNS,38
TO,hold,VB,38
JJR,prices,NNS,38
DT,Bank,NNP,38
IN,capital,NN,40
NN,above,IN,38
DT,survey,NN,38
DT,difference,NN,38
VBN,more,JJR,64
BOS,Their,PRP$,38
VBZ,how,WRB,38
DT,short,JJ,38
MD,rise,VB,38
VBP,Mr.,NNP,38
VBD,so,RB,38
NNP,Carolina,NNP,38
DT,local,JJ,38
IN,using,VBG,38
NNP,took,VBD,38
TO,change,VB,38
.,','',38
JJ,conditions,NNS,38
IN,effect,NN,38
WRB,you,PRP,38
VBN,any,DT,38
JJ,annual,JJ,38
NN,makes,VBZ,38
IN,return,NN,39
JJ,offer,NN,38
NNP,Petroleum,NNP,38
BOS,Net,JJ,56
``,He,PRP,38
CC,had,VBD,38
IN,various,JJ,38
NN,members,NNS,39
