type,token,index,frequency
word,accelerated,1438,7
word,investigations,1439,17
word,stiff,1440,13
word,sanctions,1441,23
word,improve,1442,83
word,protection,1443,83
word,intellectual,1444,12
word,property,1445,117
word,spring,1446,81
word,Mrs.,1447,161
word,she,1448,431
word,placed,1449,54
word,varying,1450,4
word,degrees,1451,10
word,scrutiny,1452,14
word,genuine,1453,14
word,progress,1454,33
word,touchy,1455,5
word,She,1456,107
word,growing,1457,125
word,realization,1458,5
word,world,1459,265
word,denial,1460,3
word,harms,1461,3
word,inventiveness,1462,3
word,-LCB-,1463,196
word,offending,1464,2
word,-RCB-,1465,199
word,citizens,1466,23
word,negotiators,1467,14
word,inadequate,1468,11
word,protections,1469,3
word,hurting,1470,12
word,themselves,1471,119
word,discouraging,1472,10
word,scientists,1473,57
word,authors,1474,13
word,deterring,1475,3
word,high-technology,1476,7
word,firms,1477,267
word,investing,1478,42
word,best,1479,165
word,lauded,1480,4
word,creating,1481,39
word,task,1482,40
word,enforcement,1483,28
word,teams,1484,30
word,officers,1485,25
word,prosecutors,1486,49
word,trained,1487,7
word,pursue,1488,36
word,movie,1489,62
word,instituted,1490,10
word,effective,1491,86
word,procedures,1492,31
word,aid,1493,104
word,bilateral,1494,4
word,copyright,1495,13
word,agreement,1496,275
word,trademark,1497,6
word,introducing,1498,9
word,legislation,1499,119
word,protect,1500,48
word,foreign,1501,307
word,producers,1502,113
word,unauthorized,1503,9
word,films,1504,18
word,measure,1505,114
word,compel,1506,2
word,Taipei,1507,13
word,small,1508,292
word,showing,1509,58
word,part,1510,409
word,vowed,1511,12
word,enact,1512,7
word,compatible,1513,7
word,international,1514,144
word,standards,1515,68
word,apply,1516,35
word,computer,1517,266
word,literary,1518,8
word,works,1519,63
word,These,1520,146
word,completely,1521,24
word,hook,1522,7
word,Those,1523,61
word,Italy,1524,46
word,Canada,1525,125
word,Greece,1526,11
word,Spain,1527,36
word,concern,1528,308
word,deemed,1529,8
word,pose,1530,5
word,problems,1531,259
word,American,1532,576
word,patent,1533,40
word,Hoffman,1534,17
word,lawyer,1535,69
word,specializing,1536,8
word,cases,1537,146
word,threat,1538,50
word,retaliation,1539,4
word,combined,1540,56
word,recognition,1541,16
word,protecting,1542,11
word,prompted,1543,31
word,improvements,1544,20
word,tells,1545,23
word,efforts,1546,139
word,craft,1547,4
word,concerned,1548,55
word,disturbing,1549,9
word,developments,1550,21
word,Turkey,1551,19
word,continuing,1552,91
word,slow,1553,78
word,Malaysia,1554,23
word,elaborate,1555,34
word,reports,1556,135
word,complained,1557,32
word,videocassette,1558,7
word,disregard,1559,2
word,pharmaceutical,1560,35
word,requires,1561,39
word,So,1562,170
word,bad,1563,107
word,enough,1564,183
word,merit,1565,12
word,investigation,1566,58
word,provision,1567,77
word,Argentina,1568,6
word,ask,1569,48
word,creditor,1570,16
word,banks,1571,344
word,halve,1572,2
word,developing,1573,54
word,declaration,1574,8
word,Economy,1575,4
word,Minister,1576,54
word,Rapanelli,1577,4
word,believed,1578,62
word,action,1579,164
word,Argentine,1580,3
word,stature,1581,3
word,Latin,1582,29
word,little,1583,264
word,reach,1584,65
word,reduction,1585,62
word,external,1586,7
word,met,1587,67
word,Assistant,1588,8
word,Secretary,1589,69
word,David,1590,145
word,Mulford,1591,10
word,negotiator,1592,4
word,Carlos,1593,14
word,President,1594,248
word,Menem,1595,2
word,office,1596,261
word,feels,1597,12
word,significant,1598,110
word,principal,1599,66
word,solved,1600,7
word,wants,1601,125
word,forgiven,1602,3
word,-LRB-,1603,1109
word,During,1604,64
word,centennial,1605,10
word,Wall,1606,256
word,Street,1607,259
word,century,1608,44
word,stand,1609,66
word,milestones,1610,10
word,history,1611,98
word,-RRB-,1612,1122
word,CHANGED,1613,2
word,personal,1614,142
word,computing,1615,13
word,launched,1616,58
word,Apple,1617,38
word,II,1618,51
word,Commodore,1619,16
word,Tandy,1620,21
word,computers,1621,161
word,crude,1622,38
word,television,1623,120
word,sets,1624,41
word,screens,1625,14
word,stored,1626,3
word,data,1627,144
word,major,1628,530
word,advance,1629,52
word,built,1630,92
word,garage,1631,3
word,Stephen,1632,46
word,Steven,1633,22
word,Club,1634,13
word,affordable,1635,5
word,Crude,1636,6
word,PCs,1637,16
word,triggered,1638,38
word,explosive,1639,6
word,product,1640,195
word,desktop,1641,8
word,models,1642,48
word,home,1643,238
word,mainframe,1644,28
word,unlike,1645,34
word,types,1646,43
word,Sol,1647,3
word,store,1648,68
word,memories,1649,11
word,Current,1650,11
word,faster,1651,37
word,memory,1652,34
word,capacity,1653,85
word,greater,1654,79
word,counterparts,1655,15
word,pioneer,1656,5
word,PC,1657,18
word,contributors,1658,2
word,Gates,1659,12
word,Paul,1660,60
word,Allen,1661,17
word,developed,1662,77
word,system,1663,283
word,became,1664,97
word,billionaire,1665,7
word,IBM,1666,155
word,adapted,1667,9
word,versions,1668,21
word,F.,1669,44
word,Seagate,1670,8
word,Technology,1671,51
word,disk,1672,30
word,drives,1673,39
word,Dennis,1674,20
word,Hayes,1675,4
word,Dale,1676,8
word,Atlanta,1677,35
word,engineers,1678,20
word,allow,1679,110
word,via,1680,159
word,telephone,1681,93
word,leader,1682,96
word,entered,1683,40
word,Today,1684,45
word,shipments,1685,29
word,annually,1686,56
word,Faulding,1687,3
word,Australian,1688,53
word,pharmaceuticals,1689,10
word,Moleculon,1690,3
word,affiliate,1691,37
word,acquired,1692,135
word,Kalipharma,1693,2
word,sells,1694,47
word,label,1695,12
word,voting,1696,32
word,stake,1697,307
word,together,1698,81
word,convertible,1699,105
word,preferred,1700,94
word,holdings,1701,59
word,gives,1702,60
word,right,1703,235
word,Oil,1704,53
word,production,1705,257
word,Australia,1706,83
word,Bass,1707,16
word,fields,1708,39
word,raised,1709,133
word,"11,000",1710,5
word,barrels,1711,47
word,launch,1712,42
word,Whiting,1713,4
word,scheduled,1714,119
word,brought,1715,88
word,Esso,1716,6
word,Exxon,1717,55
word,Broken,1718,2
word,Hill,1719,39
word,Pty.,1720,3
word,operate,1721,47
word,joint,1722,113
word,venture,1723,112
word,started,1724,114
word,Output,1725,5
word,gradually,1726,10
word,reaches,1727,17
word,reserves,1728,106
word,Reserves,1729,13
word,start,1730,115
word,producing,1731,50
word,excise,1732,3
word,R.P.,1733,3
word,Scherer,1734,3
word,Southern,1735,56
word,Optical,1736,2
word,subsidiary,1737,150
word,Thomas,1738,72
word,Sloan,1739,9
word,Following,1740,15
word,buy-out,1741,165
word,Shearson,1742,106
word,Lehman,1743,74
word,Hutton,1744,69
word,capsules,1745,2
word,divest,1746,3
word,itself,1747,147
word,certain,1748,218
word,businesses,1749,228
word,program,1750,535
word,White,1751,145
word,Bush,1752,334
word,duty-free,1753,7
word,produced,1754,87
word,quantities,1755,13
word,Virgin,1756,6
word,Islands,1757,8
word,possessions,1758,3
word,response,1759,80
word,petition,1760,11
word,Timex,1761,3
word,changes,1762,195
word,denied,1763,42
word,requested,1764,26
word,covered,1765,39
word,tariff,1766,4
word,classifications,1767,3
word,grant,1768,19
word,status,1769,38
word,categories,1770,19
word,injury,1771,9
word,producer,1772,61
word,seller,1773,16
word,low-priced,1774,5
word,battery-operated,1775,5
word,assembled,1776,9
word,Philippines,1777,24
word,preferences,1778,9
word,main,1779,89
word,beneficiaries,1780,14
word,eligible,1781,21
word,aide,1782,30
word,Magna,1783,8
word,McAlpine,1784,8
word,Frank,1785,52
word,Stronach,1786,5
word,stepping,1787,11
word,turn,1788,107
word,manufacturer,1789,37
word,effort,1790,148
word,reduce,1791,141
word,overhead,1792,13
word,curb,1793,23
word,satisfactory,1794,7
word,level,1795,205
word,achieved,1796,29
word,maintained,1797,25
word,finance,1798,128
word,An,1799,136
word,ambitious,1800,18
word,expansion,1801,57
word,left,1802,137
word,excess,1803,45
word,load,1804,25
word,automotive,1805,53
word,downturn,1806,35
word,despite,1807,125
word,steady,1808,34
word,cut,1809,246
word,quarterly,1810,87
word,dividend,1811,146
word,Class,1812,29
word,wallowing,1813,2
word,52-week,1814,7
word,Canadian,1815,130
word,dollars,1816,164
word,US$,1817,60
word,C$,1818,60
word,founder,1819,42
word,controlling,1820,26
word,shareholder,1821,101
word,seek,1822,105
word,unsuccessfully,1823,7
word,seat,1824,29
word,Parliament,1825,19
word,resume,1826,31
word,influential,1827,15
word,role,1828,120
word,running,1829,82
word,throughout,1830,46
word,organization,1831,61
word,personally,1832,11
word,restructuring,1833,155
word,assisted,1834,3
word,Manfred,1835,2
word,consulting,1836,52
word,career,1837,36
word,clients,1838,132
word,Lord,1839,8
word,63-year-old,1840,2
word,English,1841,31
word,chemical,1842,66
word,nearly,1843,207
word,single-handedly,1844,4
word,bought,1845,139
word,mortgage,1846,106
word,totaling,1847,28
word,Mortgage,1848,40
word,purchases,1849,71
word,instruments,1850,41
word,Fannie,1851,41
word,Mae,1852,53
word,O.,1853,12
word,Maxwell,1854,33
word,conference,1855,88
word,institutional,1856,71
word,rest,1857,91
word,went,1858,128
word,France,1859,103
word,Hong,1860,127
word,Kong,1861,120
word,Earlier,1862,53
word,snapped,1863,13
word,similar,1864,133
word,mortgage-backed,1865,13
word,put,1866,250
word,Blackstone,1867,8
word,investment,1868,503
word,bank,1869,404
word,jointly,1870,46
word,Goldman,1871,57
word,Sachs,1872,53
word,Daiwa,1873,31
word,Co,1874,163
word,seven-year,1875,9
word,offering,1876,260
word,fixed-rate,1877,25
word,floating-rate,1878,8
word,linked,1879,30
word,London,1880,222
word,interbank,1881,15
word,key,1882,113
word,advantages,1883,12
word,designed,1884,92
word,eliminate,1885,35
word,prepayment,1886,6
word,forces,1887,69
word,Second,1888,24
word,channel,1889,12
word,payments,1890,137
word,semiannual,1891,9
word,reducing,1892,36
word,burden,1893,25
word,addressing,1894,7
word,extremely,1895,45
word,attractive,1896,33
word,Such,1897,70
word,boosted,1898,50
word,outstanding,1899,187
word,rapid,1900,28
word,purchasers,1901,10
word,buying,1902,247
word,tenth,1903,2
word,issued,1904,113
word,L.,1905,63
word,54-year-old,1906,2
word,oil,1907,282
word,expanding,1908,33
word,members,1909,205
word,LTV,1910,33
word,judge,1911,134
word,agreed,1912,282
word,extend,1913,39
word,steel,1914,111
word,aerospace,1915,29
word,energy,1916,78
word,exclusive,1917,30
word,file,1918,44
word,Bankruptcy,1919,28
word,Code,1920,23
word,giving,1921,66
word,creditors,1922,90
word,lawsuits,1923,38
word,debts,1924,25
word,giant,1925,74
word,Montedison,1926,12
word,S.p.A.,1927,5
word,Acquisition,1928,29
word,indirect,1929,10
word,37-a-share,1930,2
word,tender,1931,46
word,Erbamont,1932,11
word,incorporated,1933,7
word,Netherlands,1934,19
word,advertised,1935,6
word,editions,1936,6
word,expire,1937,30
word,November,1938,62
word,pursuant,1939,4
word,gold,1940,103
word,currencies,1941,36
word,drawing,1942,15
word,hefty,1943,20
word,Finance,1944,44
word,marks,1945,122
word,sixth,1946,16
word,consecutive,1947,36
word,protracted,1948,4
word,reflects,1949,58
word,intensity,1950,8
word,Bank,1951,352
word,intervention,1952,14
word,June,1953,160
word,currency,1954,114
word,temporarily,1955,41
word,surged,1956,53
word,above,1957,150
word,yen,1958,361
word,announcement,1959,96
word,follows,1960,50
word,sharper,1961,6
word,craze,1962,6
word,sweeping,1963,22
word,rash,1964,8
word,closed-end,1965,10
word,publicly,1966,69
word,traded,1967,104
word,portfolios,1968,35
word,invest,1969,43
word,stocks,1970,521
word,single,1971,84
word,regulators,1972,90
word,triple,1973,8
word,Charles,1974,66
word,E.,1975,60
word,Simon,1976,7
word,Washington-based,1977,6
word,turf,1978,9
word,ranged,1979,12
word,Chile,1980,7
word,Austria,1981,2
word,Portugal,1982,7
word,Next,1983,29
word,Philippine,1984,15
word,capped,1985,25
word,visit,1986,40
word,Corazon,1987,4
word,Aquino,1988,8
word,head,1989,146
word,kicked,1990,8
word,Board,1991,271
word,here,1992,217
word,province,1993,8
word,?,1994,365
word,Anything,1995,6
word,how,1996,345
word,Guinea,1997,5
word,quips,1998,3
word,George,1999,92
word,Foot,2000,5
word,managing,2001,75
word,partner,2002,98
word,Newgate,2003,3
word,Management,2004,84
word,Associates,2005,64
word,Northampton,2006,2
word,Mass,2007,19
word,explosion,2008,11
word,mania,2009,5
word,1920s,2010,7
word,narrowly,2011,12
word,focused,2012,22
word,wildly,2013,10
word,popular,2014,56
word,crash,2015,98
word,Unlike,2016,20
word,traditional,2017,62
word,issuing,2018,13
word,fixed,2019,67
word,surge,2020,44
word,brings,2021,12
word,soon,2022,134
word,listed,2023,59
word,account,2024,149
word,billions,2025,31
word,People,2026,83
word,claims,2027,169
word,available,2028,145
word,runs,2029,59
word,Michael,2030,127
word,Porter,2031,7
word,analyst,2032,251
word,Smith,2033,92
word,Barney,2034,26
word,Harris,2035,27
word,Upham,2036,18
word,Behind,2037,5
word,hoopla,2038,2
word,heavy-duty,2039,3
word,As,2040,332
word,individual,2041,119
word,scrambled,2042,10
word,find,2043,150
word,brokers,2044,103
word,easy,2045,54
word,sell,2046,449
word,stretching,2047,7
word,nets,2048,4
word,wide,2049,46
word,planners,2050,30
word,often,2051,195
word,urge,2052,14
word,diversify,2053,7
word,hold,2054,115
word,smattering,2055,2
word,emerging,2056,19
word,markets,2057,362
word,outpaced,2058,5
word,mature,2059,27
word,Country,2060,5
word,get,2061,438
word,taste,2062,13
word,burned,2063,10
word,Political,2064,3
word,gyrations,2065,24
word,Another,2066,69
word,prices,2067,677
word,tend,2068,39
word,swing,2069,12
word,broader,2070,29
word,Oct.,2071,300
word,instance,2072,79
word,plunged,2073,57
word,clobbered,2074,5
word,wild,2075,23
word,frenzy,2076,8
word,historically,2077,14
word,fat,2078,15
word,premiums,2079,30
word,discount,2080,72
word,late,2081,281
word,premium,2082,77
word,reason,2083,115
word,Share,2084,9
word,climbed,2085,72
word,partially,2086,6
word,specialists,2087,42
word,European,2088,176
word,skyrocketed,2089,6
word,startling,2090,7
word,targeted,2091,18
word,long-term,2092,132
word,play,2093,78
word,integration,2094,16
word,invested,2095,40
word,jumped,2096,93
word,'m,2097,125
word,alarmed,2098,5
word,see,2099,253
word,rich,2100,30
word,valuations,2101,2
word,newly,2102,36
word,fattened,2103,3
word,reflect,2104,49
word,increasingly,2105,57
word,global,2106,46
word,suggests,2107,45
word,Asia,2108,37
word,Europe,2109,186
word,exposure,2110,37
word,resistant,2111,5
word,viewpoint,2112,5
word,cast,2113,22
word,Nonetheless,2114,11
word,plenty,2115,29
word,analysts,2116,400
word,lofty,2117,3
word,levels,2118,130
word,buy,2119,457
word,depositary,2120,12
word,receipts,2121,20
word,ADRs,2122,5
word,represent,2123,46
word,essentially,2124,26
word,insist,2125,34
word,jumping,2126,5
word,advice,2127,30
word,folks,2128,11
word,party,2129,82
word,better,2130,189
word,ready,2131,35
word,quickly,2132,107
word,Soviet,2133,246
word,Union,2134,176
word,technical,2135,55
word,talks,2136,133
word,repayment,2137,8
word,Moscow,2138,58
word,Russian,2139,21
word,owed,2140,27
word,Department,2141,244
word,If,2142,382
word,repaid,2143,10
word,clear,2144,137
word,Soviets,2145,63
word,happen,2146,43
word,permitted,2147,24
word,branch,2148,38
word,Foreign,2149,48
word,Economic,2150,30
word,Affairs,2151,18
word,crippled,2152,4
word,unless,2153,70
word,settle,2154,46
word,lent,2155,10
word,short-lived,2156,4
word,democratic,2157,20
word,Communists,2158,11
word,seized,2159,9
word,Johnson,2160,68
word,Debt,2161,3
word,Act,2162,65
word,amended,2163,12
word,Americans,2164,95
word,credit,2165,226
word,Monetary,2166,14
word,U.S.S.R.,2167,10
word,belongs,2168,8
word,neither,2169,40
word,stressed,2170,9
word,satisfying,2171,5
word,legal,2172,143
word,obstacles,2173,10
word,hundreds,2174,52
word,millions,2175,40
word,War,2176,33
word,reflection,2177,9
word,leveling,2178,4
word,manufactured,2179,13
word,goods,2180,123
word,failed,2181,128
word,rise,2182,195
word,Meanwhile,2183,104
word,Purchasing,2184,5
word,survey,2185,90
word,indicated,2186,73
word,Its,2187,85
word,index,2188,323
word,Any,2189,19
word,reading,2190,33
word,sector,2191,92
word,generally,2192,107
word,purchasing,2193,39
word,however,2194,231
word,booked,2195,5
word,defense,2196,136
word,contractors,2197,20
word,fallen,2198,39
word,separate,2199,90
word,ran,2200,33
word,significantly,2201,52
word,Private,2202,14
word,building,2203,189
word,activity,2204,113
