,word,",",DT,.,IN,TO,CC,POS,$,VBZ,``,'',VBD,NN,PRP,CD,NNP,VBP,VB,PRP$,RB,MD,WDT,:,WP,VBN,JJ,NNS,-RRB-,-LRB-,JJR,WRB,RP,RBR,EX,VBG,JJS,RBS,WP$,PDT,NNPS,#,FW,SYM,LS,UH
245,several,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,,
246,both,,329.0,,,,22.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,
247,issues,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,
248,might,,,,,,,,,,,,,4.0,,,,,,,,327.0,,,,,,,,,,,,,,,,,,,,,,,,
249,current,,,,,,,,,,,,,9.0,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,
250,good,,,,,,,,,,,,,11.0,,,,,,,3.0,,,,,,324.0,,,,,,,,,,,,,,,,,,,
251,20,,,,,,,,,,,,,,,323.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,index,,,,,,,,,,,,,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,earlier,,,,,,,,,,,,,1.0,,,,,,,113.0,,,,,,,,,,97.0,,,322.0,,,,,,,,,,,,
254,down,,,,124.0,,,,,,,,,1.0,,,,1.0,,,319.0,,,,,,10.0,,,,,,207.0,1.0,,,,,,,,,,,,
255,Friday,,,,,,,,,,,,,,,,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Congress,,,,,,,,,,,,,,,,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,At,,,,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,then,,,,1.0,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,
259,ago,,,,120.0,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,
260,made,,,,,,,,,,,,214.0,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,,,,,,
261,1989,,,,,,,,,,,,,,,314.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,costs,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,
263,As,,,,312.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
264,number,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,director,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,spokesman,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,September,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,her,,,,,,,,,,,,,,105.0,,,,,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,
269,day,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,case,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,National,,,,,,,,,,,,,,,,307.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,
272,too,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,,,,,,,,
273,least,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,9.0,,,,,,,,
274,foreign,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,,
275,concern,,,,,,,,,,,,,307.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,according,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,,
277,bid,,,,,,,,,,,,13.0,306.0,,,,1.0,25.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,
278,Stock,,,,,,,,,,,,,15.0,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,stake,,,,,,,,,,,,,306.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,high,,,,,,,,,,,,,17.0,,,,,,,18.0,,,,,,305.0,,,,,,,,,,,,,,,,,,,
281,California,,,,,,,,,,,,,,,,305.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
282,assets,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,,
283,due,,,,,,,,,,,,,2.0,,,,,,,27.0,,,,,,303.0,1.0,,,,,,,,,,,,,,,,,,
284,Some,,302.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
285,2,1.0,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
286,Oct.,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,end,,,,,,,,,,,,,298.0,,,,4.0,67.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
288,board,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,same,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,
290,law,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,contract,,,,,,,,,,,,,296.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,far,,,,1.0,,,,,,,,,,,,,,,,293.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,
293,officer,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,There,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,292.0,,,,,,,,,,,
295,based,,,,,,,,,,,,2.0,,,,,,,,,,,,,292.0,,,,,,,,,,,,,,,,,,,,
296,revenue,,,,,,,,,,,,,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,offer,,,,,,,,,,,,,292.0,,,,32.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,small,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,,,,,,,,,,,,,,,,,,,
299,going,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,292.0,,,,,,,,,,
300,Treasury,,,,,,,,,,,,,8.0,,,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,already,,,,,,,,,,,,,,,,,,,,291.0,,,,,,,,,,,,,,,,,,,,,,,,,
302,bill,,,,,,,,,,,,,291.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,lower,,,,,,,,,,,,,,,,,1.0,26.0,,,,,,,,,,,,289.0,,,51.0,,,,,,,,,,,,
304,third,,,,,,,,,,,,,5.0,,,,,,,2.0,,,,,,288.0,,,,,,,,,,,,,,,,,,,
305,among,,,,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,past,,,,14.0,,,,,,,,,81.0,,,,,,,4.0,,,,,,287.0,,,,,,,,,,,,,,,,,,,
307,value,,,,,,,,,,,,,284.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,chief,,,,,,,,,,,,,226.0,,,,,,,,,,,,,284.0,,,,,,,,,,,,,,,,,,,
309,court,,,,,,,,,,,,,284.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,off,,,,102.0,,,,,,,,,,,,,,,,87.0,,,,,,7.0,,,,,,283.0,,,,,,,,,,,,,
311,system,,,,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,pay,,,,,,,,,,,,,45.0,,,,32.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,oil,,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,him,,,,,,,,,,,,,,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,economy,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,real,,,,,,,,,,,,,1.0,,,,,,,6.0,,,,,,280.0,,,,,,,,,,,,,,,,,,,
317,insurance,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,1990,,,,,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,International,,,,,,,,,,,,,,,,278.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
320,futures,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,,
321,100,,,,,,,,,,,,,,,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,agency,,,,,,,,,,,,,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,exchange,,,,,,,,,,,,,276.0,,,,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,agreement,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,reported,,,,,,,,,,,,274.0,,,,,,,,,,,,,94.0,6.0,,,,,,,,,,,,,,,,,,,
326,back,,,,,,,,,,,,,24.0,,,,4.0,19.0,,272.0,,,,,,25.0,,,,,,76.0,,,,,,,,,,,,,
327,period,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Board,,,,,,,,,,,,,1.0,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,firms,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,,,,,,,,,,,,,,,,,,
330,San,,,,,,,,,,,,,,,,267.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
331,added,,,,,,,,,,,,266.0,,,,,,,,,,,,,48.0,6.0,,,,,,,,,,,,,,,,,,,
332,computer,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,traders,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,,
334,1\/2,,,,,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,world,,,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,until,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,One,,,,,,,,,,,,,7.0,6.0,262.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,office,,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1987,,,,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,closed,,,,,,,,,,,,260.0,,,,,,,,,,,,,52.0,10.0,,,,,,,,,,,,,,,,,,,
341,trade,,,,,,,,,,,,,259.0,,,,8.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,problems,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,,,,,,,,,,,,,,,,,,
343,former,,,,,,,,,,,,,1.0,,,,,,,,,,,,,258.0,,,,,,,,,,,,,,,,,,,
344,capital,,,,,,,,,,,,,258.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,
345,production,,,,,,,,,,,,,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,used,,,,,,,,,,,,71.0,,,,,,,,,,,,,256.0,9.0,,,,,,,,,,,,,,,,,,,
347,work,,,,,,,,,,,,,256.0,,,,24.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,six,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Federal,,,,,,,,,,,,,,,,256.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,
350,Wall,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Street,,,,,,,,,,,,,3.0,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,maker,,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,four,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,results,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,
355,management,,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,country,,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,policy,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,analyst,,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,sold,,,,,,,,,,,,114.0,,,,,,,,,,,,,249.0,,,,,,,,,,,,,,,,,,,,
360,large,,,,,,,,,,,,,,,,,,,,1.0,,,,,,248.0,,,,,,,,,,,,,,,,,,,
361,compared,,,,,,,,,,,,6.0,,,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,,,,,
362,bond,,,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,dollar,,,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,President,,,,,,,,,,,,,1.0,,,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,without,,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Group,,,,,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,loans,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,,,,
368,political,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,,,
369,losses,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,,
370,whether,,,,243.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,,,,,,,,,,,,,,,,,,,
372,recently,,,,,,,,,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,,,,,,,,,,
373,Department,,,,,,,,,,,,,2.0,,,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,UAL,,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,largest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,,,,,,,,,
376,today,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,John,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,must,,,,,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,,,,
379,wo,,,,,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,,,,
380,Nov.,,,,,,,,,,,,,3.0,,,234.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,second,,,,,,,,,,,,,15.0,,,,,,,3.0,,,,,,232.0,,,,,,,,,,,,,,,,,,1.0,
382,however,,,,,,,,,,,,,,,,,,,,231.0,,,,,,,,,,,,,,,,,,,,,,,,,
383,problem,,,,,,,,,,,,,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,home,,,,,,,,,,,,,228.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
385,businesses,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,
386,public,,,,,,,,,,,,,78.0,,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,,
387,weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,,
388,credit,,,,,,,,,,,,,225.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,When,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,
390,point,,,,,,,,,,,,,223.0,,,,12.0,10.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
391,First,,,,,,,,,,,,,,,,223.0,,,,20.0,,,,,,27.0,,,,,,,,,,,,,,,,,,2.0,
392,12,,,,,,,,,,,,,,,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,plant,,,,,,,,,,,,,222.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,strong,,,,,,,,,,,,,,,,,,,,2.0,,,,,,222.0,,,,,,,,,,,,,,,,,,,
395,help,,,,,,,,,,,,,54.0,,,,12.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,points,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,,
397,takeover,,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,3\/4,,,,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,fund,,,,,,,,,,,,,221.0,,,,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,expects,,,,,,,,,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,report,,,,,,,,,,,,,221.0,,,,8.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,orders,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,
403,London,,,,,,,,,,,,,,,,220.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
404,services,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,
405,certain,,,,,,,,,,,,,,,,,,,,,,,,,,218.0,,,,,,,,,,,,,,,,,,,
406,fiscal,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,218.0,,,,,,,,,,,,,,,,,,,
407,early,,,,,,,,,,,,,,,,,,,,97.0,,,,,,217.0,,,,,,,,,,,,,,,,,,,
408,here,,,,,,,,,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,
409,earthquake,,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,likely,,,,,,,,,,,,,,,,,,,,46.0,,,,,,216.0,,,,,,,,,,,,,,,,,,,
411,research,,,,,,,,,,,,,216.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,increase,,,,,,,,,,,,,216.0,,,,3.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,11,,,,,,,,,,,,,,,216.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Jones,,,,,,,,,,,,,,,,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,August,,,,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,news,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,my,,,,,,,,,,,,,,,,,,,215.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
418,junk,,,,,,,,,,,,,215.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,old,,,,,,,,,,,,,,,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,,,
420,25,,,,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,took,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,senior,,,,,,,,,,,,,2.0,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,,,
423,On,,,,211.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,power,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,making,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,
426,priced,,,,,,,,,,,,3.0,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,
427,declined,,,,,,,,,,,,210.0,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,
428,employees,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,
429,Inc,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Dow,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Francisco,,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,yield,,,,,,,,,,,,,145.0,,,,5.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,general,,,,,,,,,,,,,37.0,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,
434,40,,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,nearly,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,,,,
436,late,,,,,,,,,,,,,,,,,,,,74.0,,,,,,207.0,,,,,,,,,,,,,,,,,,,
437,13,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,example,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,go,,,,,,,,,,,,,1.0,,,,40.0,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,annual,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,
441,Ms.,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Monday,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,3,,,,,,,,,,,,,,,204.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
444,members,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,
445,Chicago,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,5,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
447,Texas,,,,,,,,,,,,,,,,203.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
448,plans,,,,,,,,,159.0,,,,,,,,1.0,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,
449,third-quarter,,,,,,,,,,,,,40.0,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,
450,Ford,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,possible,,,,,,,,,,,,,,,,,,,,3.0,,,,,,202.0,,,,,,,,,,,,,,,,,,,
452,less,,,,,,21.0,,,,,,,,,,,,,,1.0,,,,,,,,,,202.0,,,123.0,,,2.0,,,,,,,,,
453,notes,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,,,
454,yen,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,
455,Senate,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Tuesday,,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,-RCB-,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,
458,While,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,level,,,,,,,,,,,,,198.0,,,,1.0,2.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
460,little,,,,,,,,,,,,,,,,,,,,66.0,,,,,,198.0,,,,,,,,,,,,,,,,,,,
461,workers,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,,
462,October,,,,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,addition,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,continue,,,,,,,,,,,,,,,,,54.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,agreed,,,,,,,,,,,,197.0,1.0,,,,,,,,,,,,83.0,1.0,,,,,,,,,,,,,,,,,,,
466,-LCB-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,
467,Robert,,,,,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,product,,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Big,,,,,,,,,,,,,,,,195.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,
470,often,,,,,,,,,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,
471,proposal,,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,British,,,,,,,,,,,,,,,,110.0,,,,,,,,,,193.0,1.0,,,,,,,,,,,,,5.0,,,,,
473,city,,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,latest,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,192.0,,,,,,,,,
475,nation,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,General,,,,,,,,,,,,,,,,192.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,
477,almost,,,,,,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,,,,,,,,
478,executives,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,
479,see,,,,,,,,,,,,,,,,,62.0,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,volume,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,paper,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Washington,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,demand,,,,,,,,,,,,,190.0,,,,5.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,life,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,cost,,,,,,,,,,,,11.0,189.0,,,,3.0,52.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,
486,administration,,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,decision,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,move,,,,,,,,,,,,,187.0,,,,15.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,outstanding,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,,,,
490,give,,,,,,,,,,,,,,,,,35.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,offering,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,
492,nine,,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,changes,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,,
494,Europe,,,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
